"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_0086","BCEN2424_RS00430","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",88023,88907,"+","WP_012327599.1","WP_012327599.1",NA,"branched-chain amino acid ABC transporter permease","",NA,885,294,"old_locus_tag=Bcen2424_0086","Bcen2424_0086--branched-chain amino acid ABC transporter permease"
"Bcen2424_0087","BCEN2424_RS00435","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",88907,89884,"+","WP_006477270.1","WP_006477270.1",NA,"branched-chain amino acid ABC transporter permease","",NA,978,325,"old_locus_tag=Bcen2424_0087","Bcen2424_0087--branched-chain amino acid ABC transporter permease"
"Bcen2424_0089","BCEN2424_RS00440","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",90949,92106,"+","WP_011546810.1","WP_011546810.1",NA,"ABC transporter substrate-binding protein","",NA,1158,385,"old_locus_tag=Bcen2424_0089","Bcen2424_0089--ABC transporter substrate-binding protein"
"Bcen2424_0090","BCEN2424_RS00445","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",92305,93360,"+","WP_006477272.1","WP_006477272.1",NA,"branched-chain amino acid ABC transporter permease","",NA,1056,351,"old_locus_tag=Bcen2424_0090","Bcen2424_0090--branched-chain amino acid ABC transporter permease"
"Bcen2424_0091","BCEN2424_RS00450","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",93365,95149,"+","WP_011694017.1","WP_011694017.1",NA,"branched-chain amino acid ABC transporter ATP-binding protein/permease","",NA,1785,594,"old_locus_tag=Bcen2424_0091","Bcen2424_0091--branched-chain amino acid ABC transporter ATP-binding protein/permease"
"Bcen2424_0092","BCEN2424_RS00455","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",95149,95904,"+","WP_011546807.1","WP_011546807.1",NA,"ABC transporter ATP-binding protein","",NA,756,251,"old_locus_tag=Bcen2424_0092","Bcen2424_0092--ABC transporter ATP-binding protein"
"Bcen2424_0093","BCEN2424_RS00460","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",96438,98408,"+","WP_011546806.1","WP_011546806.1",NA,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","mnmG",NA,1971,656,"old_locus_tag=Bcen2424_0093","Bcen2424_0093-mnmG-tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"
"Bcen2424_0094","BCEN2424_RS00465","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",98405,99091,"+","WP_011546805.1","WP_011546805.1",NA,"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG","rsmG",NA,687,228,"old_locus_tag=Bcen2424_0094","Bcen2424_0094-rsmG-16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"
"Bcen2424_0095","BCEN2424_RS00470","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",99143,99922,"+","WP_011546804.1","WP_011546804.1",NA,"ParA family protein","",NA,780,259,"old_locus_tag=Bcen2424_0095","Bcen2424_0095--ParA family protein"
"Bcen2424_0096","BCEN2424_RS00475","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",99954,100847,"+","WP_011546803.1","WP_011546803.1",NA,"ParB/RepB/Spo0J family partition protein","",NA,894,297,"old_locus_tag=Bcen2424_0096","Bcen2424_0096--ParB/RepB/Spo0J family partition protein"
"Bcen2424_0097","BCEN2424_RS00480","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",100858,101988,"+","WP_011546802.1","WP_011546802.1",NA,"citrate transporter","",NA,1131,376,"old_locus_tag=Bcen2424_0097","Bcen2424_0097--citrate transporter"
"Bcen2424_0099","BCEN2424_RS00485","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",102555,103079,"+","WP_011546800.1","WP_011546800.1",NA,"ATP synthase subunit I","",NA,525,174,"old_locus_tag=Bcen2424_0099","Bcen2424_0099--ATP synthase subunit I"
"Bcen2424_0100","BCEN2424_RS00490","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",103190,104041,"+","WP_006477281.1","WP_006477281.1",NA,"F0F1 ATP synthase subunit A","atpB",NA,852,283,"old_locus_tag=Bcen2424_0100","Bcen2424_0100-atpB-F0F1 ATP synthase subunit A"
"Bcen2424_0101","BCEN2424_RS00495","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",104117,104386,"+","WP_006482730.1","WP_006482730.1",NA,"F0F1 ATP synthase subunit C","atpE",NA,270,89,"old_locus_tag=Bcen2424_0101","Bcen2424_0101-atpE-F0F1 ATP synthase subunit C"
"Bcen2424_0102","BCEN2424_RS00500","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",104516,104986,"+","WP_006477283.1","WP_006477283.1",NA,"F0F1 ATP synthase subunit B","",NA,471,156,"old_locus_tag=Bcen2424_0102","Bcen2424_0102--F0F1 ATP synthase subunit B"
"Bcen2424_0103","BCEN2424_RS00505","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",104989,105528,"+","WP_006477284.1","WP_006477284.1",NA,"F0F1 ATP synthase subunit delta","",NA,540,179,"old_locus_tag=Bcen2424_0103","Bcen2424_0103--F0F1 ATP synthase subunit delta"
"Bcen2424_0104","BCEN2424_RS00510","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",105573,107114,"+","WP_006477285.1","WP_006477285.1",NA,"F0F1 ATP synthase subunit alpha","",NA,1542,513,"old_locus_tag=Bcen2424_0104","Bcen2424_0104--F0F1 ATP synthase subunit alpha"
"Bcen2424_0105","BCEN2424_RS00515","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",107184,108059,"+","WP_006482709.1","WP_006482709.1",NA,"F0F1 ATP synthase subunit gamma","atpG",NA,876,291,"old_locus_tag=Bcen2424_0105","Bcen2424_0105-atpG-F0F1 ATP synthase subunit gamma"
"Bcen2424_0106","BCEN2424_RS00520","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",108126,109520,"+","WP_006477287.1","WP_006477287.1",NA,"F0F1 ATP synthase subunit beta","atpD",NA,1395,464,"old_locus_tag=Bcen2424_0106","Bcen2424_0106-atpD-F0F1 ATP synthase subunit beta"
"Bcen2424_0107","BCEN2424_RS00525","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",109641,110066,"+","WP_006477288.1","WP_006477288.1",NA,"F0F1 ATP synthase subunit epsilon","",NA,426,141,"old_locus_tag=Bcen2424_0107","Bcen2424_0107--F0F1 ATP synthase subunit epsilon"
"Bcen2424_0108","BCEN2424_RS00530","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",110330,112057,"+","WP_011546799.1","WP_011546799.1",NA,"AMP-binding protein","",NA,1728,575,"old_locus_tag=Bcen2424_0108","Bcen2424_0108--AMP-binding protein"
"Bcen2424_0109","BCEN2424_RS36750","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",112343,112720,"-","WP_011694018.1","WP_011694018.1",NA,"hypothetical protein","",NA,378,125,"old_locus_tag=Bcen2424_0109","Bcen2424_0109--hypothetical protein"
"Bcen2424_0110","BCEN2424_RS00535","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",112747,113559,"-","WP_011546797.1","WP_011546797.1",NA,"transporter substrate-binding domain-containing protein","",NA,813,270,"old_locus_tag=Bcen2424_0110","Bcen2424_0110--transporter substrate-binding domain-containing protein"
"Bcen2424_0111","BCEN2424_RS00540","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",113625,114803,"+","WP_011546796.1","WP_011546796.1",NA,"uroporphyrinogen decarboxylase","",NA,1179,392,"old_locus_tag=Bcen2424_0111","Bcen2424_0111--uroporphyrinogen decarboxylase"
"Bcen2424_0112","BCEN2424_RS00545","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",115255,117516,"+","WP_011694019.1","WP_011694019.1",NA,"primosomal protein N'","",NA,2262,753,"old_locus_tag=Bcen2424_0112","Bcen2424_0112--primosomal protein N'"
"Bcen2424_0113","BCEN2424_RS00550","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",117943,121875,"+","WP_011546794.1","WP_011546794.1",NA,"trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase","putA",NA,3933,1310,"old_locus_tag=Bcen2424_0113","Bcen2424_0113-putA-trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase"
"Bcen2424_0114","BCEN2424_RS00555","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",121960,123099,"+","WP_011546793.1","WP_011546793.1",NA,"branched-chain amino acid ABC transporter substrate-binding protein","",NA,1140,379,"old_locus_tag=Bcen2424_0114","Bcen2424_0114--branched-chain amino acid ABC transporter substrate-binding protein"
"Bcen2424_0115","BCEN2424_RS00560","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",123306,123716,"-","WP_011546792.1","WP_011546792.1",NA,"hypothetical protein","",NA,411,136,"old_locus_tag=Bcen2424_0115","Bcen2424_0115--hypothetical protein"
"Bcen2424_0116","BCEN2424_RS00565","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",123936,125444,"-","WP_011546791.1","WP_011546791.1",NA,"AMP-binding protein","",NA,1509,502,"old_locus_tag=Bcen2424_0116","Bcen2424_0116--AMP-binding protein"
"Bcen2424_0117","BCEN2424_RS00570","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",125495,127147,"-","WP_011546790.1","WP_011546790.1",NA,"acyl-CoA dehydrogenase","",NA,1653,550,"old_locus_tag=Bcen2424_0117","Bcen2424_0117--acyl-CoA dehydrogenase"
"Bcen2424_0118","BCEN2424_RS00575","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",127279,127947,"+","WP_011546789.1","WP_011546789.1",NA,"TetR/AcrR family transcriptional regulator","",NA,669,222,"old_locus_tag=Bcen2424_0118","Bcen2424_0118--TetR/AcrR family transcriptional regulator"
"Bcen2424_0119","BCEN2424_RS00580","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",128154,129308,"+","WP_011694020.1","WP_011694020.1",NA,"pyridoxal phosphate-dependent aminotransferase","",NA,1155,384,"old_locus_tag=Bcen2424_0119","Bcen2424_0119--pyridoxal phosphate-dependent aminotransferase"
"Bcen2424_0120","BCEN2424_RS00585","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",129366,130154,"+","WP_006488477.1","WP_006488477.1",NA,"ABC transporter substrate-binding protein","",NA,789,262,"old_locus_tag=Bcen2424_0120","Bcen2424_0120--ABC transporter substrate-binding protein"
"Bcen2424_0121","BCEN2424_RS00590","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",130170,131600,"+","WP_011546787.1","WP_011546787.1",NA,"FAD-binding oxidoreductase","",NA,1431,476,"old_locus_tag=Bcen2424_0121","Bcen2424_0121--FAD-binding oxidoreductase"
"Bcen2424_0122","BCEN2424_RS00595","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",131646,132218,"-","WP_011546786.1","WP_011546786.1",NA,"PadR family transcriptional regulator","",NA,573,190,"old_locus_tag=Bcen2424_0122","Bcen2424_0122--PadR family transcriptional regulator"
"Bcen2424_0123","BCEN2424_RS00600","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",132287,132718,"-","WP_011546785.1","WP_011546785.1",NA,"Cd(II)/Pb(II)-responsive transcriptional regulator","cadR",NA,432,143,"old_locus_tag=Bcen2424_0123","Bcen2424_0123-cadR-Cd(II)/Pb(II)-responsive transcriptional regulator"
"Bcen2424_0124","BCEN2424_RS00605","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",132800,135340,"+","WP_011546784.1","WP_011546784.1",NA,"heavy metal translocating P-type ATPase","",NA,2541,846,"old_locus_tag=Bcen2424_0124","Bcen2424_0124--heavy metal translocating P-type ATPase"
"Bcen2424_0125","BCEN2424_RS00610","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",135351,135734,"+","WP_011546783.1","WP_011546783.1",NA,"zinc ribbon domain-containing protein","",NA,384,127,"old_locus_tag=Bcen2424_0125","Bcen2424_0125--zinc ribbon domain-containing protein"
"Bcen2424_0126","BCEN2424_RS00615","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",135893,136774,"-","WP_011546782.1","WP_011546782.1",NA,"AraC family transcriptional regulator","",NA,882,293,"old_locus_tag=Bcen2424_0126","Bcen2424_0126--AraC family transcriptional regulator"
"Bcen2424_0127","BCEN2424_RS00620","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",137050,138513,"+","WP_011546781.1","WP_011546781.1",NA,"mechanosensitive ion channel","",NA,1464,487,"old_locus_tag=Bcen2424_0127","Bcen2424_0127--mechanosensitive ion channel"
"Bcen2424_0128","BCEN2424_RS00625","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",138745,140157,"+","WP_011546780.1","WP_011546780.1",NA,"ethanolamine permease","eat",NA,1413,470,"old_locus_tag=Bcen2424_0128","Bcen2424_0128-eat-ethanolamine permease"
"Bcen2424_0129","BCEN2424_RS00630","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",140258,141655,"+","WP_011546779.1","WP_011546779.1",NA,"ethanolamine ammonia-lyase subunit EutB","",NA,1398,465,"old_locus_tag=Bcen2424_0129","Bcen2424_0129--ethanolamine ammonia-lyase subunit EutB"
"Bcen2424_0130","BCEN2424_RS00635","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",141652,142449,"+","WP_011546778.1","WP_011546778.1",NA,"ethanolamine ammonia-lyase subunit EutC","eutC",NA,798,265,"old_locus_tag=Bcen2424_0130","Bcen2424_0130-eutC-ethanolamine ammonia-lyase subunit EutC"
"Bcen2424_0131","BCEN2424_RS00640","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",142442,143326,"-","WP_011546777.1","WP_011546777.1",NA,"LysR family transcriptional regulator","",NA,885,294,"old_locus_tag=Bcen2424_0131","Bcen2424_0131--LysR family transcriptional regulator"
"Bcen2424_0132","BCEN2424_RS00645","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",143491,145116,"+","WP_011546776.1","WP_011546776.1",NA,"MFS transporter","",NA,1626,541,"old_locus_tag=Bcen2424_0132","Bcen2424_0132--MFS transporter"
"Bcen2424_0133","BCEN2424_RS00650","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",145358,145786,"-","WP_041489341.1","WP_041489341.1",NA,"pyridoxamine 5'-phosphate oxidase","",NA,429,142,"old_locus_tag=Bcen2424_0133","Bcen2424_0133--pyridoxamine 5'-phosphate oxidase"
"Bcen2424_0134","BCEN2424_RS00655","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",146118,147644,"+","WP_011694006.1","WP_011694006.1",NA,"aldehyde dehydrogenase","",NA,1527,508,"old_locus_tag=Bcen2424_0134","Bcen2424_0134--aldehyde dehydrogenase"
"Bcen2424_0135","BCEN2424_RS00660","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",147827,148375,"+","WP_041489274.1","WP_041489274.1",NA,"hypothetical protein","",NA,549,182,"old_locus_tag=Bcen2424_0135","Bcen2424_0135--hypothetical protein"
"Bcen2424_0136","BCEN2424_RS00665","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",148592,149608,"+","WP_027807895.1","WP_027807895.1",NA,"helix-turn-helix domain-containing protein","",NA,1017,338,"old_locus_tag=Bcen2424_0136","Bcen2424_0136--helix-turn-helix domain-containing protein"
"Bcen2424_0137","BCEN2424_RS00670","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",149835,150926,"-","WP_011546771.1","WP_011546771.1",NA,"hypothetical protein","",NA,1092,363,"old_locus_tag=Bcen2424_0137","Bcen2424_0137--hypothetical protein"
"Bcen2424_0138","BCEN2424_RS00675","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",150923,152626,"-","WP_011546770.1","WP_011546770.1",NA,"thiamine pyrophosphate-binding protein","",NA,1704,567,"old_locus_tag=Bcen2424_0138","Bcen2424_0138--thiamine pyrophosphate-binding protein"
"Bcen2424_0139","BCEN2424_RS00680","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",152905,153366,"+","WP_011546769.1","WP_011546769.1",NA,"hypothetical protein","",NA,462,153,"old_locus_tag=Bcen2424_0139","Bcen2424_0139--hypothetical protein"
"Bcen2424_0140","BCEN2424_RS00685","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",153363,153647,"+","WP_011546768.1","WP_011546768.1",NA,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family","",NA,285,94,"old_locus_tag=Bcen2424_0140","Bcen2424_0140--type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family"
"Bcen2424_0141","BCEN2424_RS00690","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",153831,154067,"+","WP_011546767.1","WP_011546767.1",NA,"AbrB family transcriptional regulator","",NA,237,78,"old_locus_tag=Bcen2424_0141","Bcen2424_0141--AbrB family transcriptional regulator"
"Bcen2424_0142","BCEN2424_RS00695","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",154127,155515,"-","WP_011546766.1","WP_011546766.1",NA,"L-serine ammonia-lyase","",NA,1389,462,"old_locus_tag=Bcen2424_0142","Bcen2424_0142--L-serine ammonia-lyase"
"Bcen2424_0143","BCEN2424_RS00700","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",155546,156688,"-","WP_011546765.1","WP_011546765.1",NA,"alginate lyase family protein","",NA,1143,380,"old_locus_tag=Bcen2424_0143","Bcen2424_0143--alginate lyase family protein"
"Bcen2424_0144","BCEN2424_RS00705","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",156843,159770,"-","WP_011546764.1","WP_011546764.1",NA,"aminomethyl-transferring glycine dehydrogenase","gcvP",NA,2928,975,"old_locus_tag=Bcen2424_0144","Bcen2424_0144-gcvP-aminomethyl-transferring glycine dehydrogenase"
"Bcen2424_0145","BCEN2424_RS00710","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",159832,160212,"-","WP_011546763.1","WP_011546763.1",NA,"glycine cleavage system protein GcvH","gcvH",NA,381,126,"old_locus_tag=Bcen2424_0145","Bcen2424_0145-gcvH-glycine cleavage system protein GcvH"
"Bcen2424_0146","BCEN2424_RS00715","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",160339,161457,"-","WP_011546762.1","WP_011546762.1",NA,"glycine cleavage system aminomethyltransferase GcvT","gcvT",NA,1119,372,"old_locus_tag=Bcen2424_0146","Bcen2424_0146-gcvT-glycine cleavage system aminomethyltransferase GcvT"
"Bcen2424_0147","BCEN2424_RS00720","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",161928,162293,"-","WP_011546761.1","WP_011546761.1",NA,"hypothetical protein","",NA,366,121,"old_locus_tag=Bcen2424_0147","Bcen2424_0147--hypothetical protein"
