"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_0086"	"BCEN2424_RS00430"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	88023	88907	"+"	"WP_012327599.1"	"WP_012327599.1"		"branched-chain amino acid ABC transporter permease"	""		885	294	"old_locus_tag=Bcen2424_0086"
"Bcen2424_0087"	"BCEN2424_RS00435"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	88907	89884	"+"	"WP_006477270.1"	"WP_006477270.1"		"branched-chain amino acid ABC transporter permease"	""		978	325	"old_locus_tag=Bcen2424_0087"
"Bcen2424_0089"	"BCEN2424_RS00440"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	90949	92106	"+"	"WP_011546810.1"	"WP_011546810.1"		"ABC transporter substrate-binding protein"	""		1158	385	"old_locus_tag=Bcen2424_0089"
"Bcen2424_0090"	"BCEN2424_RS00445"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	92305	93360	"+"	"WP_006477272.1"	"WP_006477272.1"		"branched-chain amino acid ABC transporter permease"	""		1056	351	"old_locus_tag=Bcen2424_0090"
"Bcen2424_0091"	"BCEN2424_RS00450"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	93365	95149	"+"	"WP_011694017.1"	"WP_011694017.1"		"branched-chain amino acid ABC transporter ATP-binding protein/permease"	""		1785	594	"old_locus_tag=Bcen2424_0091"
"Bcen2424_0092"	"BCEN2424_RS00455"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	95149	95904	"+"	"WP_011546807.1"	"WP_011546807.1"		"ABC transporter ATP-binding protein"	""		756	251	"old_locus_tag=Bcen2424_0092"
"Bcen2424_0093"	"BCEN2424_RS00460"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	96438	98408	"+"	"WP_011546806.1"	"WP_011546806.1"		"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"	"mnmG"		1971	656	"old_locus_tag=Bcen2424_0093"
"Bcen2424_0094"	"BCEN2424_RS00465"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	98405	99091	"+"	"WP_011546805.1"	"WP_011546805.1"		"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"	"rsmG"		687	228	"old_locus_tag=Bcen2424_0094"
"Bcen2424_0095"	"BCEN2424_RS00470"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	99143	99922	"+"	"WP_011546804.1"	"WP_011546804.1"		"ParA family protein"	""		780	259	"old_locus_tag=Bcen2424_0095"
"Bcen2424_0096"	"BCEN2424_RS00475"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	99954	100847	"+"	"WP_011546803.1"	"WP_011546803.1"		"ParB/RepB/Spo0J family partition protein"	""		894	297	"old_locus_tag=Bcen2424_0096"
"Bcen2424_0097"	"BCEN2424_RS00480"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	100858	101988	"+"	"WP_011546802.1"	"WP_011546802.1"		"citrate transporter"	""		1131	376	"old_locus_tag=Bcen2424_0097"
"Bcen2424_0099"	"BCEN2424_RS00485"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	102555	103079	"+"	"WP_011546800.1"	"WP_011546800.1"		"ATP synthase subunit I"	""		525	174	"old_locus_tag=Bcen2424_0099"
"Bcen2424_0100"	"BCEN2424_RS00490"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	103190	104041	"+"	"WP_006477281.1"	"WP_006477281.1"		"F0F1 ATP synthase subunit A"	"atpB"		852	283	"old_locus_tag=Bcen2424_0100"
"Bcen2424_0101"	"BCEN2424_RS00495"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	104117	104386	"+"	"WP_006482730.1"	"WP_006482730.1"		"F0F1 ATP synthase subunit C"	"atpE"		270	89	"old_locus_tag=Bcen2424_0101"
"Bcen2424_0102"	"BCEN2424_RS00500"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	104516	104986	"+"	"WP_006477283.1"	"WP_006477283.1"		"F0F1 ATP synthase subunit B"	""		471	156	"old_locus_tag=Bcen2424_0102"
"Bcen2424_0103"	"BCEN2424_RS00505"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	104989	105528	"+"	"WP_006477284.1"	"WP_006477284.1"		"F0F1 ATP synthase subunit delta"	""		540	179	"old_locus_tag=Bcen2424_0103"
"Bcen2424_0104"	"BCEN2424_RS00510"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	105573	107114	"+"	"WP_006477285.1"	"WP_006477285.1"		"F0F1 ATP synthase subunit alpha"	""		1542	513	"old_locus_tag=Bcen2424_0104"
"Bcen2424_0105"	"BCEN2424_RS00515"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	107184	108059	"+"	"WP_006482709.1"	"WP_006482709.1"		"F0F1 ATP synthase subunit gamma"	"atpG"		876	291	"old_locus_tag=Bcen2424_0105"
"Bcen2424_0106"	"BCEN2424_RS00520"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	108126	109520	"+"	"WP_006477287.1"	"WP_006477287.1"		"F0F1 ATP synthase subunit beta"	"atpD"		1395	464	"old_locus_tag=Bcen2424_0106"
"Bcen2424_0107"	"BCEN2424_RS00525"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	109641	110066	"+"	"WP_006477288.1"	"WP_006477288.1"		"F0F1 ATP synthase subunit epsilon"	""		426	141	"old_locus_tag=Bcen2424_0107"
"Bcen2424_0108"	"BCEN2424_RS00530"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	110330	112057	"+"	"WP_011546799.1"	"WP_011546799.1"		"AMP-binding protein"	""		1728	575	"old_locus_tag=Bcen2424_0108"
"Bcen2424_0109"	"BCEN2424_RS36750"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	112343	112720	"-"	"WP_011694018.1"	"WP_011694018.1"		"hypothetical protein"	""		378	125	"old_locus_tag=Bcen2424_0109"
"Bcen2424_0110"	"BCEN2424_RS00535"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	112747	113559	"-"	"WP_011546797.1"	"WP_011546797.1"		"transporter substrate-binding domain-containing protein"	""		813	270	"old_locus_tag=Bcen2424_0110"
"Bcen2424_0111"	"BCEN2424_RS00540"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	113625	114803	"+"	"WP_011546796.1"	"WP_011546796.1"		"uroporphyrinogen decarboxylase"	""		1179	392	"old_locus_tag=Bcen2424_0111"
"Bcen2424_0112"	"BCEN2424_RS00545"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	115255	117516	"+"	"WP_011694019.1"	"WP_011694019.1"		"primosomal protein N'"	""		2262	753	"old_locus_tag=Bcen2424_0112"
"Bcen2424_0113"	"BCEN2424_RS00550"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	117943	121875	"+"	"WP_011546794.1"	"WP_011546794.1"		"trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase"	"putA"		3933	1310	"old_locus_tag=Bcen2424_0113"
"Bcen2424_0114"	"BCEN2424_RS00555"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	121960	123099	"+"	"WP_011546793.1"	"WP_011546793.1"		"branched-chain amino acid ABC transporter substrate-binding protein"	""		1140	379	"old_locus_tag=Bcen2424_0114"
"Bcen2424_0115"	"BCEN2424_RS00560"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	123306	123716	"-"	"WP_011546792.1"	"WP_011546792.1"		"hypothetical protein"	""		411	136	"old_locus_tag=Bcen2424_0115"
"Bcen2424_0116"	"BCEN2424_RS00565"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	123936	125444	"-"	"WP_011546791.1"	"WP_011546791.1"		"AMP-binding protein"	""		1509	502	"old_locus_tag=Bcen2424_0116"
"Bcen2424_0117"	"BCEN2424_RS00570"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	125495	127147	"-"	"WP_011546790.1"	"WP_011546790.1"		"acyl-CoA dehydrogenase"	""		1653	550	"old_locus_tag=Bcen2424_0117"
"Bcen2424_0118"	"BCEN2424_RS00575"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	127279	127947	"+"	"WP_011546789.1"	"WP_011546789.1"		"TetR/AcrR family transcriptional regulator"	""		669	222	"old_locus_tag=Bcen2424_0118"
"Bcen2424_0119"	"BCEN2424_RS00580"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	128154	129308	"+"	"WP_011694020.1"	"WP_011694020.1"		"pyridoxal phosphate-dependent aminotransferase"	""		1155	384	"old_locus_tag=Bcen2424_0119"
"Bcen2424_0120"	"BCEN2424_RS00585"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	129366	130154	"+"	"WP_006488477.1"	"WP_006488477.1"		"ABC transporter substrate-binding protein"	""		789	262	"old_locus_tag=Bcen2424_0120"
"Bcen2424_0121"	"BCEN2424_RS00590"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	130170	131600	"+"	"WP_011546787.1"	"WP_011546787.1"		"FAD-binding oxidoreductase"	""		1431	476	"old_locus_tag=Bcen2424_0121"
"Bcen2424_0122"	"BCEN2424_RS00595"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	131646	132218	"-"	"WP_011546786.1"	"WP_011546786.1"		"PadR family transcriptional regulator"	""		573	190	"old_locus_tag=Bcen2424_0122"
"Bcen2424_0123"	"BCEN2424_RS00600"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	132287	132718	"-"	"WP_011546785.1"	"WP_011546785.1"		"Cd(II)/Pb(II)-responsive transcriptional regulator"	"cadR"		432	143	"old_locus_tag=Bcen2424_0123"
"Bcen2424_0124"	"BCEN2424_RS00605"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	132800	135340	"+"	"WP_011546784.1"	"WP_011546784.1"		"heavy metal translocating P-type ATPase"	""		2541	846	"old_locus_tag=Bcen2424_0124"
"Bcen2424_0125"	"BCEN2424_RS00610"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	135351	135734	"+"	"WP_011546783.1"	"WP_011546783.1"		"zinc ribbon domain-containing protein"	""		384	127	"old_locus_tag=Bcen2424_0125"
"Bcen2424_0126"	"BCEN2424_RS00615"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	135893	136774	"-"	"WP_011546782.1"	"WP_011546782.1"		"AraC family transcriptional regulator"	""		882	293	"old_locus_tag=Bcen2424_0126"
"Bcen2424_0127"	"BCEN2424_RS00620"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	137050	138513	"+"	"WP_011546781.1"	"WP_011546781.1"		"mechanosensitive ion channel"	""		1464	487	"old_locus_tag=Bcen2424_0127"
"Bcen2424_0128"	"BCEN2424_RS00625"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	138745	140157	"+"	"WP_011546780.1"	"WP_011546780.1"		"ethanolamine permease"	"eat"		1413	470	"old_locus_tag=Bcen2424_0128"
"Bcen2424_0129"	"BCEN2424_RS00630"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	140258	141655	"+"	"WP_011546779.1"	"WP_011546779.1"		"ethanolamine ammonia-lyase subunit EutB"	""		1398	465	"old_locus_tag=Bcen2424_0129"
"Bcen2424_0130"	"BCEN2424_RS00635"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	141652	142449	"+"	"WP_011546778.1"	"WP_011546778.1"		"ethanolamine ammonia-lyase subunit EutC"	"eutC"		798	265	"old_locus_tag=Bcen2424_0130"
"Bcen2424_0131"	"BCEN2424_RS00640"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	142442	143326	"-"	"WP_011546777.1"	"WP_011546777.1"		"LysR family transcriptional regulator"	""		885	294	"old_locus_tag=Bcen2424_0131"
"Bcen2424_0132"	"BCEN2424_RS00645"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	143491	145116	"+"	"WP_011546776.1"	"WP_011546776.1"		"MFS transporter"	""		1626	541	"old_locus_tag=Bcen2424_0132"
"Bcen2424_0133"	"BCEN2424_RS00650"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	145358	145786	"-"	"WP_041489341.1"	"WP_041489341.1"		"pyridoxamine 5'-phosphate oxidase"	""		429	142	"old_locus_tag=Bcen2424_0133"
"Bcen2424_0134"	"BCEN2424_RS00655"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	146118	147644	"+"	"WP_011694006.1"	"WP_011694006.1"		"aldehyde dehydrogenase"	""		1527	508	"old_locus_tag=Bcen2424_0134"
"Bcen2424_0135"	"BCEN2424_RS00660"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	147827	148375	"+"	"WP_041489274.1"	"WP_041489274.1"		"hypothetical protein"	""		549	182	"old_locus_tag=Bcen2424_0135"
"Bcen2424_0136"	"BCEN2424_RS00665"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	148592	149608	"+"	"WP_027807895.1"	"WP_027807895.1"		"helix-turn-helix domain-containing protein"	""		1017	338	"old_locus_tag=Bcen2424_0136"
"Bcen2424_0137"	"BCEN2424_RS00670"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	149835	150926	"-"	"WP_011546771.1"	"WP_011546771.1"		"hypothetical protein"	""		1092	363	"old_locus_tag=Bcen2424_0137"
"Bcen2424_0138"	"BCEN2424_RS00675"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	150923	152626	"-"	"WP_011546770.1"	"WP_011546770.1"		"thiamine pyrophosphate-binding protein"	""		1704	567	"old_locus_tag=Bcen2424_0138"
"Bcen2424_0139"	"BCEN2424_RS00680"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	152905	153366	"+"	"WP_011546769.1"	"WP_011546769.1"		"hypothetical protein"	""		462	153	"old_locus_tag=Bcen2424_0139"
"Bcen2424_0140"	"BCEN2424_RS00685"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	153363	153647	"+"	"WP_011546768.1"	"WP_011546768.1"		"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family"	""		285	94	"old_locus_tag=Bcen2424_0140"
"Bcen2424_0141"	"BCEN2424_RS00690"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	153831	154067	"+"	"WP_011546767.1"	"WP_011546767.1"		"AbrB family transcriptional regulator"	""		237	78	"old_locus_tag=Bcen2424_0141"
"Bcen2424_0142"	"BCEN2424_RS00695"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	154127	155515	"-"	"WP_011546766.1"	"WP_011546766.1"		"L-serine ammonia-lyase"	""		1389	462	"old_locus_tag=Bcen2424_0142"
"Bcen2424_0143"	"BCEN2424_RS00700"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	155546	156688	"-"	"WP_011546765.1"	"WP_011546765.1"		"alginate lyase family protein"	""		1143	380	"old_locus_tag=Bcen2424_0143"
"Bcen2424_0144"	"BCEN2424_RS00705"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	156843	159770	"-"	"WP_011546764.1"	"WP_011546764.1"		"aminomethyl-transferring glycine dehydrogenase"	"gcvP"		2928	975	"old_locus_tag=Bcen2424_0144"
"Bcen2424_0145"	"BCEN2424_RS00710"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	159832	160212	"-"	"WP_011546763.1"	"WP_011546763.1"		"glycine cleavage system protein GcvH"	"gcvH"		381	126	"old_locus_tag=Bcen2424_0145"
"Bcen2424_0146"	"BCEN2424_RS00715"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	160339	161457	"-"	"WP_011546762.1"	"WP_011546762.1"		"glycine cleavage system aminomethyltransferase GcvT"	"gcvT"		1119	372	"old_locus_tag=Bcen2424_0146"
"Bcen2424_0147"	"BCEN2424_RS00720"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	161928	162293	"-"	"WP_011546761.1"	"WP_011546761.1"		"hypothetical protein"	""		366	121	"old_locus_tag=Bcen2424_0147"
"Bcen2424_0148"	"BCEN2424_RS00725"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	162515	163567	"-"	"WP_011546760.1"	"WP_011546760.1"		"oxidoreductase"	""		1053	350	"old_locus_tag=Bcen2424_0148"
"Bcen2424_0149"	"BCEN2424_RS00730"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	163959	164666	"-"	"WP_011694022.1"	"WP_011694022.1"		"SGNH/GDSL hydrolase family protein"	""		708	235	"old_locus_tag=Bcen2424_0149"
"Bcen2424_0150"	"BCEN2424_RS00735"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	164978	167065	"+"	"WP_011546758.1"	"WP_011546758.1"		"UvrD-helicase domain-containing protein"	""		2088	695	"old_locus_tag=Bcen2424_0150"
"Bcen2424_0151"	"BCEN2424_RS00740"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	167175	168062	"-"	"WP_011546757.1"	"WP_011546757.1"		"cytochrome c5 family protein"	""		888	295	"old_locus_tag=Bcen2424_0151"
"BCEN2424_RS00745"	"BCEN2424_RS00745"	"tRNA"	""	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	168314	168389	"+"	""	""		"tRNA-Arg"	""		76		"anticodon=CCG; old_locus_tag=Bcen2424_R0005"
"BCEN2424_RS34515"	"BCEN2424_RS34515"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	169324	169842	"+"	"WP_082194389.1"	"WP_082194389.1"		"AlpA family phage regulatory protein"	""		519	172	""
"Bcen2424_0153"	"BCEN2424_RS00755"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	170343	171053	"-"	"WP_050809576.1"	"WP_050809576.1"		"DUF4239 domain-containing protein"	""		711	236	"old_locus_tag=Bcen2424_0153"
"Bcen2424_0154"	"BCEN2424_RS00760"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	171556	172755	"-"	"WP_166488143.1"	"WP_166488143.1"		"chemotaxis protein"	""		1200	399	"old_locus_tag=Bcen2424_0154"
"Bcen2424_0155"	"BCEN2424_RS00765"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	172777	173889	"-"	"WP_011694026.1"	"WP_011694026.1"		"porin"	""		1113	370	"old_locus_tag=Bcen2424_0155"
"Bcen2424_0156"	"BCEN2424_RS00770"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	174096	174827	"-"	"WP_041489582.1"	"WP_041489582.1"		"GntR family transcriptional regulator"	""		732	243	"old_locus_tag=Bcen2424_0156"
"Bcen2424_0157"	"BCEN2424_RS00775"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	174992	175417	"+"	"WP_011694028.1"	"WP_011694028.1"		"heme-binding protein"	""		426	141	"old_locus_tag=Bcen2424_0157"
"Bcen2424_0158"	"BCEN2424_RS00780"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	175431	176471	"+"	"WP_011694029.1"	"WP_011694029.1"		"amidohydrolase"	""		1041	346	"old_locus_tag=Bcen2424_0158"
"Bcen2424_0159"	"BCEN2424_RS00785"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	176461	177384	"+"	"WP_041489583.1"	"WP_041489583.1"		"glyoxalase"	""		924	307	"old_locus_tag=Bcen2424_0159"
"Bcen2424_0160"	"BCEN2424_RS00790"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	177438	178304	"+"	"WP_011694031.1"	"WP_011694031.1"		"fumarylacetoacetate hydrolase family protein"	""		867	288	"old_locus_tag=Bcen2424_0160"
"Bcen2424_0161"	"BCEN2424_RS00795"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	178301	179893	"+"	"WP_011694032.1"	"WP_011694032.1"		"bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase"	""		1593	530	"old_locus_tag=Bcen2424_0161"
"Bcen2424_0162"	"BCEN2424_RS00800"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	180076	181479	"+"	"WP_011694033.1"	"WP_011694033.1"		"MFS transporter"	""		1404	467	"old_locus_tag=Bcen2424_0162"
"Bcen2424_0163"	"BCEN2424_RS00805"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	181545	182471	"+"	"WP_166488144.1"	"WP_166488144.1"		"LysR family transcriptional regulator"	""		927	308	"old_locus_tag=Bcen2424_0163"
"Bcen2424_0164"	"BCEN2424_RS00810"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	182532	183452	"-"	"WP_011694035.1"	"WP_011694035.1"		"hypothetical protein"	""		921	306	"old_locus_tag=Bcen2424_0164"
"Bcen2424_0165"	"BCEN2424_RS00815"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	183649	184551	"-"	"WP_011694036.1"	"WP_011694036.1"		"alpha/beta hydrolase"	""		903	300	"old_locus_tag=Bcen2424_0165"
"Bcen2424_0166"	"BCEN2424_RS00820"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	184577	185833	"-"	"WP_011694037.1"	"WP_011694037.1"		"amidohydrolase family protein"	""		1257	418	"old_locus_tag=Bcen2424_0166"
"Bcen2424_0167"	"BCEN2424_RS00825"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	185870	187057	"-"	"WP_011694038.1"	"WP_011694038.1"		"MFS transporter"	""		1188	395	"old_locus_tag=Bcen2424_0167"
"Bcen2424_0168"	"BCEN2424_RS00830"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	187257	189908	"+"	"WP_011694039.1"	"WP_011694039.1"		"family 78 glycoside hydrolase catalytic domain"	""		2652	883	"old_locus_tag=Bcen2424_0168"
"BCEN2424_RS34520"	"BCEN2424_RS34520"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	189884	190090	"-"	""	""		"hypothetical protein"	""		207		"partial;pseudo"
"Bcen2424_0171"	"BCEN2424_RS34530"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	190969	191457	"-"	""	""		"aldehyde dehydrogenase family protein"	""		489		"partial;pseudo;old_locus_tag=Bcen2424_0171"
"BCEN2424_RS34535"	"BCEN2424_RS34535"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	191783	192594	"+"	"WP_085962272.1"	"WP_085962272.1"		"IS5 family transposase"	""		813	270	""
"Bcen2424_0174"	"BCEN2424_RS00840"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	192700	193467	"+"	"WP_011694044.1"	"WP_011694044.1"		"SDR family oxidoreductase"	""		768	255	"old_locus_tag=Bcen2424_0174"
"Bcen2424_0175"	"BCEN2424_RS00845"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	193534	195177	"+"	"WP_041489586.1"	"WP_041489586.1"		"2,3-dihydroxybenzoate-AMP ligase"	""		1644	547	"old_locus_tag=Bcen2424_0175"
"Bcen2424_0176"	"BCEN2424_RS00850"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"1"	"NC_008542.1"	195174	195920	"+"	"WP_011694046.1"	"WP_011694046.1"		"enoyl-CoA hydratase"	""		747	248	"old_locus_tag=Bcen2424_0176"
