# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	76270	77754	-							BCEN2424_RS00370	1485		old_locus_tag=Bcen2424_0074
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	76270	77754	-	WP_011546820.1	WP_011546820.1		sensor histidine kinase			BCEN2424_RS00370	1485	494	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	77876	78568	-							BCEN2424_RS00375	693		old_locus_tag=Bcen2424_0075
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	77876	78568	-	WP_006401494.1	WP_006401494.1		response regulator transcription factor			BCEN2424_RS00375	693	230	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	78691	78921	+							BCEN2424_RS00380	231		old_locus_tag=Bcen2424_0076
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	78691	78921	+	WP_006401493.1	WP_006401493.1		DUF3717 domain-containing protein			BCEN2424_RS00380	231	76	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	79021	79329	-							BCEN2424_RS00385	309		old_locus_tag=Bcen2424_0077
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	79021	79329	-	WP_011694015.1	WP_011694015.1		4a-hydroxytetrahydrobiopterin dehydratase			BCEN2424_RS00385	309	102	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	79461	80423	-							BCEN2424_RS00390	963		old_locus_tag=Bcen2424_0078
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	79461	80423	-	WP_011546817.1	WP_011546817.1		phenylalanine 4-monooxygenase			BCEN2424_RS00390	963	320	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	80493	80978	+							BCEN2424_RS00395	486		old_locus_tag=Bcen2424_0079
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	80493	80978	+	WP_006408082.1	WP_006408082.1		Lrp/AsnC family transcriptional regulator			BCEN2424_RS00395	486	161	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	81045	81578	-							BCEN2424_RS00400	534		old_locus_tag=Bcen2424_0080
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	81045	81578	-	WP_011546816.1	WP_011546816.1		class IV adenylate cyclase			BCEN2424_RS00400	534	177	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	81787	82686	-							BCEN2424_RS00405	900		old_locus_tag=Bcen2424_0081
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	81787	82686	-	WP_041489277.1	WP_041489277.1		LysR family transcriptional regulator			BCEN2424_RS00405	900	299	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	82916	84652	+							BCEN2424_RS00410	1737		old_locus_tag=Bcen2424_0082
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	82916	84652	+	WP_011546814.1	WP_011546814.1		choline dehydrogenase			BCEN2424_RS00410	1737	578	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	85086	85865	+							BCEN2424_RS00415	780		old_locus_tag=Bcen2424_0083
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	85086	85865	+	WP_006477266.1	WP_006477266.1		ABC transporter ATP-binding protein			BCEN2424_RS00415	780	259	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	85862	86617	+							BCEN2424_RS00420	756		old_locus_tag=Bcen2424_0084
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	85862	86617	+	WP_006477267.1	WP_006477267.1		ABC transporter ATP-binding protein			BCEN2424_RS00420	756	251	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	86695	87894	+							BCEN2424_RS00425	1200		old_locus_tag=Bcen2424_0085
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	86695	87894	+	WP_011546813.1	WP_011546813.1		ABC transporter substrate-binding protein			BCEN2424_RS00425	1200	399	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	88023	88907	+							BCEN2424_RS00430	885		old_locus_tag=Bcen2424_0086
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	88023	88907	+	WP_012327599.1	WP_012327599.1		branched-chain amino acid ABC transporter permease			BCEN2424_RS00430	885	294	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	88907	89884	+							BCEN2424_RS00435	978		old_locus_tag=Bcen2424_0087
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	88907	89884	+	WP_006477270.1	WP_006477270.1		branched-chain amino acid ABC transporter permease			BCEN2424_RS00435	978	325	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	90949	92106	+							BCEN2424_RS00440	1158		old_locus_tag=Bcen2424_0089
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	90949	92106	+	WP_011546810.1	WP_011546810.1		ABC transporter substrate-binding protein			BCEN2424_RS00440	1158	385	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	92305	93360	+							BCEN2424_RS00445	1056		old_locus_tag=Bcen2424_0090
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	92305	93360	+	WP_006477272.1	WP_006477272.1		branched-chain amino acid ABC transporter permease			BCEN2424_RS00445	1056	351	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	93365	95149	+							BCEN2424_RS00450	1785		old_locus_tag=Bcen2424_0091
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	93365	95149	+	WP_011694017.1	WP_011694017.1		branched-chain amino acid ABC transporter ATP-binding protein/permease			BCEN2424_RS00450	1785	594	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	95149	95904	+							BCEN2424_RS00455	756		old_locus_tag=Bcen2424_0092
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	95149	95904	+	WP_011546807.1	WP_011546807.1		ABC transporter ATP-binding protein			BCEN2424_RS00455	756	251	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	96438	98408	+					mnmG		BCEN2424_RS00460	1971		old_locus_tag=Bcen2424_0093
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	96438	98408	+	WP_011546806.1	WP_011546806.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		BCEN2424_RS00460	1971	656	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	98405	99091	+					rsmG		BCEN2424_RS00465	687		old_locus_tag=Bcen2424_0094
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	98405	99091	+	WP_011546805.1	WP_011546805.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		BCEN2424_RS00465	687	228	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	99143	99922	+							BCEN2424_RS00470	780		old_locus_tag=Bcen2424_0095
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	99143	99922	+	WP_011546804.1	WP_011546804.1		ParA family protein			BCEN2424_RS00470	780	259	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	99954	100847	+							BCEN2424_RS00475	894		old_locus_tag=Bcen2424_0096
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	99954	100847	+	WP_011546803.1	WP_011546803.1		ParB/RepB/Spo0J family partition protein			BCEN2424_RS00475	894	297	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	100858	101988	+							BCEN2424_RS00480	1131		old_locus_tag=Bcen2424_0097
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	100858	101988	+	WP_011546802.1	WP_011546802.1		citrate transporter			BCEN2424_RS00480	1131	376	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	102555	103079	+							BCEN2424_RS00485	525		old_locus_tag=Bcen2424_0099
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	102555	103079	+	WP_011546800.1	WP_011546800.1		ATP synthase subunit I			BCEN2424_RS00485	525	174	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	103190	104041	+					atpB		BCEN2424_RS00490	852		old_locus_tag=Bcen2424_0100
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	103190	104041	+	WP_006477281.1	WP_006477281.1		F0F1 ATP synthase subunit A	atpB		BCEN2424_RS00490	852	283	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104117	104386	+					atpE		BCEN2424_RS00495	270		old_locus_tag=Bcen2424_0101
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104117	104386	+	WP_006482730.1	WP_006482730.1		F0F1 ATP synthase subunit C	atpE		BCEN2424_RS00495	270	89	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104516	104986	+							BCEN2424_RS00500	471		old_locus_tag=Bcen2424_0102
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104516	104986	+	WP_006477283.1	WP_006477283.1		F0F1 ATP synthase subunit B			BCEN2424_RS00500	471	156	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104989	105528	+							BCEN2424_RS00505	540		old_locus_tag=Bcen2424_0103
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	104989	105528	+	WP_006477284.1	WP_006477284.1		F0F1 ATP synthase subunit delta			BCEN2424_RS00505	540	179	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	105573	107114	+							BCEN2424_RS00510	1542		old_locus_tag=Bcen2424_0104
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	105573	107114	+	WP_006477285.1	WP_006477285.1		F0F1 ATP synthase subunit alpha			BCEN2424_RS00510	1542	513	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	107184	108059	+					atpG		BCEN2424_RS00515	876		old_locus_tag=Bcen2424_0105
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	107184	108059	+	WP_006482709.1	WP_006482709.1		F0F1 ATP synthase subunit gamma	atpG		BCEN2424_RS00515	876	291	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	108126	109520	+					atpD		BCEN2424_RS00520	1395		old_locus_tag=Bcen2424_0106
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	108126	109520	+	WP_006477287.1	WP_006477287.1		F0F1 ATP synthase subunit beta	atpD		BCEN2424_RS00520	1395	464	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	109641	110066	+							BCEN2424_RS00525	426		old_locus_tag=Bcen2424_0107
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	109641	110066	+	WP_006477288.1	WP_006477288.1		F0F1 ATP synthase subunit epsilon			BCEN2424_RS00525	426	141	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	110330	112057	+							BCEN2424_RS00530	1728		old_locus_tag=Bcen2424_0108
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	110330	112057	+	WP_011546799.1	WP_011546799.1		AMP-binding protein			BCEN2424_RS00530	1728	575	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	112343	112720	-							BCEN2424_RS36750	378		old_locus_tag=Bcen2424_0109
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	112343	112720	-	WP_011694018.1	WP_011694018.1		hypothetical protein			BCEN2424_RS36750	378	125	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	112747	113559	-							BCEN2424_RS00535	813		old_locus_tag=Bcen2424_0110
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	112747	113559	-	WP_011546797.1	WP_011546797.1		transporter substrate-binding domain-containing protein			BCEN2424_RS00535	813	270	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	113625	114803	+							BCEN2424_RS00540	1179		old_locus_tag=Bcen2424_0111
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	113625	114803	+	WP_011546796.1	WP_011546796.1		uroporphyrinogen decarboxylase			BCEN2424_RS00540	1179	392	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	115255	117516	+							BCEN2424_RS00545	2262		old_locus_tag=Bcen2424_0112
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	115255	117516	+	WP_011694019.1	WP_011694019.1		primosomal protein N'			BCEN2424_RS00545	2262	753	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	117943	121875	+					putA		BCEN2424_RS00550	3933		old_locus_tag=Bcen2424_0113
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	117943	121875	+	WP_011546794.1	WP_011546794.1		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	putA		BCEN2424_RS00550	3933	1310	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	121960	123099	+							BCEN2424_RS00555	1140		old_locus_tag=Bcen2424_0114
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	121960	123099	+	WP_011546793.1	WP_011546793.1		branched-chain amino acid ABC transporter substrate-binding protein			BCEN2424_RS00555	1140	379	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	123306	123716	-							BCEN2424_RS00560	411		old_locus_tag=Bcen2424_0115
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	123306	123716	-	WP_011546792.1	WP_011546792.1		hypothetical protein			BCEN2424_RS00560	411	136	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	123936	125444	-							BCEN2424_RS00565	1509		old_locus_tag=Bcen2424_0116
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	123936	125444	-	WP_011546791.1	WP_011546791.1		AMP-binding protein			BCEN2424_RS00565	1509	502	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	125495	127147	-							BCEN2424_RS00570	1653		old_locus_tag=Bcen2424_0117
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	125495	127147	-	WP_011546790.1	WP_011546790.1		acyl-CoA dehydrogenase			BCEN2424_RS00570	1653	550	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	127279	127947	+							BCEN2424_RS00575	669		old_locus_tag=Bcen2424_0118
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	127279	127947	+	WP_011546789.1	WP_011546789.1		TetR/AcrR family transcriptional regulator			BCEN2424_RS00575	669	222	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	128154	129308	+							BCEN2424_RS00580	1155		old_locus_tag=Bcen2424_0119
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	128154	129308	+	WP_011694020.1	WP_011694020.1		pyridoxal phosphate-dependent aminotransferase			BCEN2424_RS00580	1155	384	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	129366	130154	+							BCEN2424_RS00585	789		old_locus_tag=Bcen2424_0120
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	129366	130154	+	WP_006488477.1	WP_006488477.1		ABC transporter substrate-binding protein			BCEN2424_RS00585	789	262	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	130170	131600	+							BCEN2424_RS00590	1431		old_locus_tag=Bcen2424_0121
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	130170	131600	+	WP_011546787.1	WP_011546787.1		FAD-binding oxidoreductase			BCEN2424_RS00590	1431	476	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	131646	132218	-							BCEN2424_RS00595	573		old_locus_tag=Bcen2424_0122
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	131646	132218	-	WP_011546786.1	WP_011546786.1		PadR family transcriptional regulator			BCEN2424_RS00595	573	190	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	132287	132718	-					cadR		BCEN2424_RS00600	432		old_locus_tag=Bcen2424_0123
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	132287	132718	-	WP_011546785.1	WP_011546785.1		Cd(II)/Pb(II)-responsive transcriptional regulator	cadR		BCEN2424_RS00600	432	143	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	132800	135340	+							BCEN2424_RS00605	2541		old_locus_tag=Bcen2424_0124
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	132800	135340	+	WP_011546784.1	WP_011546784.1		heavy metal translocating P-type ATPase			BCEN2424_RS00605	2541	846	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	135351	135734	+							BCEN2424_RS00610	384		old_locus_tag=Bcen2424_0125
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	135351	135734	+	WP_011546783.1	WP_011546783.1		zinc ribbon domain-containing protein			BCEN2424_RS00610	384	127	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	135893	136774	-							BCEN2424_RS00615	882		old_locus_tag=Bcen2424_0126
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	135893	136774	-	WP_011546782.1	WP_011546782.1		AraC family transcriptional regulator			BCEN2424_RS00615	882	293	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	137050	138513	+							BCEN2424_RS00620	1464		old_locus_tag=Bcen2424_0127
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	137050	138513	+	WP_011546781.1	WP_011546781.1		mechanosensitive ion channel			BCEN2424_RS00620	1464	487	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	138745	140157	+					eat		BCEN2424_RS00625	1413		old_locus_tag=Bcen2424_0128
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	138745	140157	+	WP_011546780.1	WP_011546780.1		ethanolamine permease	eat		BCEN2424_RS00625	1413	470	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	140258	141655	+							BCEN2424_RS00630	1398		old_locus_tag=Bcen2424_0129
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	140258	141655	+	WP_011546779.1	WP_011546779.1		ethanolamine ammonia-lyase subunit EutB			BCEN2424_RS00630	1398	465	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	141652	142449	+					eutC		BCEN2424_RS00635	798		old_locus_tag=Bcen2424_0130
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	141652	142449	+	WP_011546778.1	WP_011546778.1		ethanolamine ammonia-lyase subunit EutC	eutC		BCEN2424_RS00635	798	265	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	142442	143326	-							BCEN2424_RS00640	885		old_locus_tag=Bcen2424_0131
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	142442	143326	-	WP_011546777.1	WP_011546777.1		LysR family transcriptional regulator			BCEN2424_RS00640	885	294	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	143491	145116	+							BCEN2424_RS00645	1626		old_locus_tag=Bcen2424_0132
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	143491	145116	+	WP_011546776.1	WP_011546776.1		MFS transporter			BCEN2424_RS00645	1626	541	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	145358	145786	-							BCEN2424_RS00650	429		old_locus_tag=Bcen2424_0133
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	145358	145786	-	WP_041489341.1	WP_041489341.1		pyridoxamine 5'-phosphate oxidase			BCEN2424_RS00650	429	142	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	146118	147644	+							BCEN2424_RS00655	1527		old_locus_tag=Bcen2424_0134
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	146118	147644	+	WP_011694006.1	WP_011694006.1		aldehyde dehydrogenase			BCEN2424_RS00655	1527	508	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	147827	148375	+							BCEN2424_RS00660	549		old_locus_tag=Bcen2424_0135
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	147827	148375	+	WP_041489274.1	WP_041489274.1		hypothetical protein			BCEN2424_RS00660	549	182	
