# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	90949	92106	+	ABK06843.1			amino acid/amide ABC transporter substrate-binding protein, HAAT family			Bcen2424_0089	1158	385	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	92176	93360	+							Bcen2424_0090	1185		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	92176	93360	+	ABK06844.1			amino acid/amide ABC transporter membrane protein 1, HAAT family			Bcen2424_0090	1185	394	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	93365	95149	+							Bcen2424_0091	1785		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	93365	95149	+	ABK06845.1			amino acid/amide ABC transporter membrane protein 2, HAAT family / amino acid/amide ABC transporter ATP-binding protein 1, HAAT family			Bcen2424_0091	1785	594	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	95149	95904	+							Bcen2424_0092	756		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	95149	95904	+	ABK06846.1			amino acid/amide ABC transporter ATP-binding protein 2, HAAT family			Bcen2424_0092	756	251	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	96438	98408	+							Bcen2424_0093	1971		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	96438	98408	+	ABK06847.1			glucose inhibited division protein A			Bcen2424_0093	1971	656	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	98405	99091	+							Bcen2424_0094	687		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	98405	99091	+	ABK06848.1			16S rRNA m(7)G-527 methyltransferase			Bcen2424_0094	687	228	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	99143	99922	+							Bcen2424_0095	780		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	99143	99922	+	ABK06849.1			chromosome segregation ATPase			Bcen2424_0095	780	259	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	99930	100847	+							Bcen2424_0096	918		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	99930	100847	+	ABK06850.1			chromosome segregation DNA-binding protein			Bcen2424_0096	918	305	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	100858	101988	+							Bcen2424_0097	1131		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	100858	101988	+	ABK06851.1			transporter, YbiR family			Bcen2424_0097	1131	376	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	102123	102440	+							Bcen2424_0098	318		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	102123	102440	+	ABK06852.1			conserved hypothetical protein			Bcen2424_0098	318	105	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	102555	103079	+							Bcen2424_0099	525		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	102555	103079	+	ABK06853.1			F0F1-type ATP synthase subunit I-like protein			Bcen2424_0099	525	174	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	103190	104041	+							Bcen2424_0100	852		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	103190	104041	+	ABK06854.1			ATP synthase F0, A subunit			Bcen2424_0100	852	283	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104117	104386	+							Bcen2424_0101	270		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104117	104386	+	ABK06855.1			ATP synthase F0, C subunit			Bcen2424_0101	270	89	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104516	104986	+							Bcen2424_0102	471		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104516	104986	+	ABK06856.1			ATP synthase F0 subcomplex B subunit			Bcen2424_0102	471	156	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104989	105528	+							Bcen2424_0103	540		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	104989	105528	+	ABK06857.1			ATP synthase F1 subcomplex delta subunit			Bcen2424_0103	540	179	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	105573	107114	+							Bcen2424_0104	1542		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	105573	107114	+	ABK06858.1			ATP synthase F1 subcomplex alpha subunit			Bcen2424_0104	1542	513	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	107184	108059	+							Bcen2424_0105	876		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	107184	108059	+	ABK06859.1			ATP synthase F1 subcomplex gamma subunit			Bcen2424_0105	876	291	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	108126	109520	+							Bcen2424_0106	1395		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	108126	109520	+	ABK06860.1			ATP synthase F1 subcomplex beta subunit			Bcen2424_0106	1395	464	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	109641	110066	+							Bcen2424_0107	426		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	109641	110066	+	ABK06861.1			ATP synthase F1 subcomplex epsilon subunit			Bcen2424_0107	426	141	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	110330	112057	+							Bcen2424_0108	1728		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	110330	112057	+	ABK06862.1			AMP-dependent synthetase and ligase			Bcen2424_0108	1728	575	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	112343	112720	-							Bcen2424_0109	378		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	112343	112720	-	ABK06863.1			hypothetical protein			Bcen2424_0109	378	125	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	112747	113559	-							Bcen2424_0110	813		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	112747	113559	-	ABK06864.1			cyclohexadienyl dehydratase			Bcen2424_0110	813	270	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	113625	114803	+							Bcen2424_0111	1179		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	113625	114803	+	ABK06865.1			uroporphyrinogen decarboxylase			Bcen2424_0111	1179	392	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	115255	117516	+							Bcen2424_0112	2262		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	115255	117516	+	ABK06866.1			primosomal protein N'			Bcen2424_0112	2262	753	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	117943	121875	+							Bcen2424_0113	3933		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	117943	121875	+	ABK06867.1			L-proline dehydrogenase / delta-1-pyrroline-5-carboxylate dehydrogenase			Bcen2424_0113	3933	1310	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	121960	123099	+							Bcen2424_0114	1140		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	121960	123099	+	ABK06868.1			amino acid/amide ABC transporter substrate-binding protein, HAAT family			Bcen2424_0114	1140	379	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	123306	123716	-							Bcen2424_0115	411		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	123306	123716	-	ABK06869.1			conserved hypothetical protein			Bcen2424_0115	411	136	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	123936	125444	-							Bcen2424_0116	1509		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	123936	125444	-	ABK06870.1			AMP-dependent synthetase and ligase			Bcen2424_0116	1509	502	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	125495	127147	-							Bcen2424_0117	1653		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	125495	127147	-	ABK06871.1			acyl-CoA dehydrogenase domain protein			Bcen2424_0117	1653	550	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	127279	127947	+							Bcen2424_0118	669		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	127279	127947	+	ABK06872.1			transcriptional regulator, TetR family			Bcen2424_0118	669	222	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	128154	129308	+							Bcen2424_0119	1155		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	128154	129308	+	ABK06873.1			2-keto-4-methylthiobutyrate aminotransferase apoenzyme			Bcen2424_0119	1155	384	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	129366	130154	+							Bcen2424_0120	789		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	129366	130154	+	ABK06874.1			amino acid ABC transporter substrate-binding protein, PAAT family			Bcen2424_0120	789	262	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	130170	131600	+							Bcen2424_0121	1431		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	130170	131600	+	ABK06875.1			FAD linked oxidase domain protein			Bcen2424_0121	1431	476	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	131646	132218	-							Bcen2424_0122	573		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	131646	132218	-	ABK06876.1			transcriptional regulator, PadR family			Bcen2424_0122	573	190	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	132287	132718	-							Bcen2424_0123	432		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	132287	132718	-	ABK06877.1			transcriptional regulator, MerR family			Bcen2424_0123	432	143	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	132800	135340	+							Bcen2424_0124	2541		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	132800	135340	+	ABK06878.1			heavy metal translocating P-type ATPase			Bcen2424_0124	2541	846	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	135351	135734	+							Bcen2424_0125	384		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	135351	135734	+	ABK06879.1			conserved hypothetical protein			Bcen2424_0125	384	127	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	135893	136774	-							Bcen2424_0126	882		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	135893	136774	-	ABK06880.1			transcriptional regulator, AraC family			Bcen2424_0126	882	293	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	137050	138513	+							Bcen2424_0127	1464		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	137050	138513	+	ABK06881.1			Conserved TM helix repeat-containing protein			Bcen2424_0127	1464	487	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	138745	140157	+							Bcen2424_0128	1413		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	138745	140157	+	ABK06882.1			ethanolamine:proton symporter, EAT family			Bcen2424_0128	1413	470	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	140258	141655	+							Bcen2424_0129	1398		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	140258	141655	+	ABK06883.1			Ethanolamine ammonia-lyase heavy chain			Bcen2424_0129	1398	465	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	141652	142449	+							Bcen2424_0130	798		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	141652	142449	+	ABK06884.1			Ethanolamine ammonia-lyase light chain			Bcen2424_0130	798	265	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	142442	143326	-							Bcen2424_0131	885		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	142442	143326	-	ABK06885.1			transcriptional regulator, LysR family			Bcen2424_0131	885	294	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	143491	145116	+							Bcen2424_0132	1626		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	143491	145116	+	ABK06886.1			major facilitator superfamily MFS_1			Bcen2424_0132	1626	541	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	145358	145918	-							Bcen2424_0133	561		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	145358	145918	-	ABK06887.1			pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein			Bcen2424_0133	561	186	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	146118	147644	+							Bcen2424_0134	1527		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	146118	147644	+	ABK06888.1			Aldehyde dehydrogenase (NAD(+))			Bcen2424_0134	1527	508	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	147803	148375	+							Bcen2424_0135	573		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	147803	148375	+	ABK06889.1			conserved hypothetical protein			Bcen2424_0135	573	190	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	148553	149608	+							Bcen2424_0136	1056		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	148553	149608	+	ABK06890.1			transcriptional regulator, AraC family			Bcen2424_0136	1056	351	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	149835	150926	-							Bcen2424_0137	1092		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	149835	150926	-	ABK06891.1			conserved hypothetical protein			Bcen2424_0137	1092	363	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	150923	152626	-							Bcen2424_0138	1704		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	150923	152626	-	ABK06892.1			thiamine pyrophosphate enzyme domain protein TPP-binding protein			Bcen2424_0138	1704	567	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	152905	153366	+							Bcen2424_0139	462		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	152905	153366	+	ABK06893.1			conserved hypothetical protein			Bcen2424_0139	462	153	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153363	153647	+							Bcen2424_0140	285		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153363	153647	+	ABK06894.1			addiction module toxin, RelE/StbE family			Bcen2424_0140	285	94	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153831	154067	+							Bcen2424_0141	237		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153831	154067	+	ABK06895.1			SpoVT/AbrB-like protein			Bcen2424_0141	237	78	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	154127	155515	-							Bcen2424_0142	1389		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	154127	155515	-	ABK06896.1			L-serine ammonia-lyase			Bcen2424_0142	1389	462	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	155546	156688	-							Bcen2424_0143	1143		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	155546	156688	-	ABK06897.1			conserved hypothetical protein			Bcen2424_0143	1143	380	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	156843	159770	-							Bcen2424_0144	2928		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	156843	159770	-	ABK06898.1			glycine dehydrogenase			Bcen2424_0144	2928	975	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	159832	160212	-							Bcen2424_0145	381		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	159832	160212	-	ABK06899.1			glycine cleavage system H protein			Bcen2424_0145	381	126	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	160339	161544	-							Bcen2424_0146	1206		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	160339	161544	-	ABK06900.1			glycine cleavage system T protein			Bcen2424_0146	1206	401	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	161928	162293	-							Bcen2424_0147	366		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	161928	162293	-	ABK06901.1			conserved hypothetical protein			Bcen2424_0147	366	121	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	162515	163567	-							Bcen2424_0148	1053		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	162515	163567	-	ABK06902.1			oxidoreductase domain protein			Bcen2424_0148	1053	350	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	163959	164666	-							Bcen2424_0149	708		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	163959	164666	-	ABK06903.1			conserved hypothetical protein			Bcen2424_0149	708	235	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	164978	167065	+							Bcen2424_0150	2088		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	164978	167065	+	ABK06904.1			UvrD/REP helicase			Bcen2424_0150	2088	695	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	167175	168062	-							Bcen2424_0151	888		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	167175	168062	-	ABK06905.1			cytochrome c, class I			Bcen2424_0151	888	295	
gene	tRNA	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	168314	168389	+							Bcen2424_R0005	76		
tRNA		GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	168314	168389	+				tRNA-Arg			Bcen2424_R0005	76		
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	168700	169842	+							Bcen2424_0152	1143		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	168700	169842	+	ABK06906.1			phage transcriptional regulator, AlpA			Bcen2424_0152	1143	380	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	170343	171272	-							Bcen2424_0153	930		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	170343	171272	-	ABK06907.1			hypothetical protein			Bcen2424_0153	930	309	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	171556	172761	-							Bcen2424_0154	1206		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	171556	172761	-	ABK06908.1			methyl-accepting chemotaxis sensory transducer			Bcen2424_0154	1206	401	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	172777	173889	-							Bcen2424_0155	1113		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	172777	173889	-	ABK06909.1			porin, Gram-negative type			Bcen2424_0155	1113	370	
